2016-06-20 10:40:38.421000,0146240113,0,00000000
2016-07-15 10:32:57.671000,0123950851,0,00000000
2016-07-15 10:34:52.406000,0114592385,0,00000000
2016-07-15 10:36:28.906000,0131737320,0,00000000
2016-07-15 10:36:51.093000,0181645659,0,00000000
2016-07-15 10:37:11.781000,0158840464,0,00000000
2016-07-15 10:37:27.828000,0118373310,0,00000000
2016-07-15 10:37:49.875000,0123662004,0,00000000
2016-07-15 10:38:11.781000,0189634645,0,00000000
2016-07-15 10:38:28.609000,0197133186,0,00000000
2016-07-15 10:38:45.906000,0138730024,0,00000000
2016-07-15 10:39:01.265000,0162612189,0,00000000
2016-07-15 10:39:19.296000,0177759415,0,00000000
2016-07-15 10:39:34.031000,0161155699,0,00000000
2016-07-15 10:39:49.140000,0197059017,0,00000000
2016-07-15 10:40:13.781000,0117148053,0,00000000
2016-07-15 10:40:33.968000,0132393482,0,00000000
2016-07-15 10:40:58.281000,0163008015,0,00000000
2016-07-15 10:41:12.734000,0170067253,0,00000000
2016-07-15 10:41:31.453000,0145839073,0,00000000
2016-07-15 10:41:58.375000,0111376222,0,00000000
2016-07-15 10:42:17.140000,0169945760,0,00000000
2016-07-15 10:42:35.937000,0173299785,0,00000000
2016-07-15 10:42:57.421000,0183606299,0,00000000
2016-07-15 10:43:21.125000,0136896558,0,00000000
2016-07-15 10:43:43.609000,0144917184,0,00000000
2016-07-15 10:44:02.765000,0126721219,0,00000000
2016-07-15 10:44:21.625000,0185914319,0,00000000
2016-07-15 10:44:39.687000,0154761409,14,0
2016-07-15 10:44:39.703000,0154761409,15,0
2016-07-15 10:45:03.843000,0154761409,0,00000000
2016-07-15 10:46:14.296000,0140566248,0,00000000
2016-07-15 10:47:10.296000,0137691263,0,00000000
2016-07-15 10:47:53.140000,0148175751,0,00000000
2016-07-15 10:48:12.578000,0129997033,0,00000000
2016-07-15 10:48:29.937000,0152008265,20,0
2016-07-15 10:48:37.062000,0152008265,20,0
2016-07-15 10:48:49.046000,0152008265,0,00000000
2016-07-15 10:49:05.921000,0104430697,0,00000000
2016-07-15 10:49:25.718000,0174512472,0,00000000
2016-07-15 10:49:43.859000,0177337091,0,00000000
2016-07-15 10:49:59.796000,0190468116,0,00000000
2016-07-15 10:50:17.437000,0117938030,0,00000000
2016-07-15 10:50:38.093000,0166601698,0,00000000
2016-07-15 10:50:59.453000,0156362121,0,00000000
2016-07-15 10:51:20.250000,0107677438,0,00000000
2016-07-15 10:51:38.406000,0194570103,0,00000000
2016-07-15 10:53:39.781000,0114076105,2,0
2016-07-15 11:24:14.796000,0114076105,0,00000000
2016-07-15 11:24:40.359000,0160686593,0,00000000
2016-07-15 11:25:01.156000,0161389952,0,00000000
2016-07-15 11:25:16.109000,0132221097,0,00000000
2016-07-15 11:25:31.531000,0111559860,0,00000000
2016-07-15 11:25:50.812000,0121723765,0,00000000
2016-07-15 11:26:08.765000,0109843479,0,00000000
2016-07-15 11:26:28.656000,0171015510,0,00000000
2016-07-15 11:26:44.390000,0175419635,0,00000000
2016-07-15 11:27:01.906000,0107723280,0,00000000
2016-07-15 11:27:17.781000,0134831691,0,00000000
2016-07-15 11:28:13.578000,0169678963,0,00000000
2016-07-15 11:29:02,0168732236,0,00000000
2016-07-15 11:29:29.718000,0124930675,20,0
2016-07-15 11:29:54.734000,0124930675,0,00000000
2016-07-15 11:30:16.156000,0136307362,0,00000000
2016-07-15 11:30:30.750000,0114879637,0,00000000
2016-07-15 11:30:48.312000,0165442396,0,00000000
2016-07-15 11:31:41.421000,0122677360,0,00000000
2016-07-15 11:32:18.156000,0131469042,0,00000000
2016-07-15 11:32:54.828000,0180998894,0,00000000
2016-07-15 11:33:14.937000,0118554127,0,00000000
2016-07-15 11:33:31.562000,0101884558,0,00000000
2016-07-15 11:34:11.421000,0185144823,0,00000000
2016-07-15 11:34:29.500000,0151660166,0,00000000
2016-07-15 11:35:07.703000,0111267539,0,00000000
2016-07-15 11:35:28.265000,0130423151,0,00000000
2016-07-15 11:35:46.609000,0129275394,0,00000000
2016-07-15 11:37:47.984000,0120107644,2,0
2016-07-15 11:38:09.765000,0120107644,0,00000000
2016-07-15 11:38:36.859000,0178052052,0,00000000
2016-07-15 11:38:52.625000,0120256433,0,00000000
2016-07-15 11:39:09.421000,0195276686,0,00000000
2016-07-15 11:39:25.671000,0160975244,0,00000000
2016-07-15 11:39:41.062000,0101622366,0,00000000
2016-07-15 11:40:00.578000,0196391377,0,00000000
2016-07-15 11:40:15.609000,0178332605,0,00000000
2016-07-15 11:40:31.796000,0192896193,0,00000000
2016-07-15 11:40:52.531000,0136110115,0,00000000
2016-07-15 11:41:12.703000,0121257029,0,00000000
2016-07-15 11:41:44.687000,0106820912,0,00000000
2016-07-15 11:42:43.687000,0174814362,0,00000000
2016-07-15 11:42:59.140000,0102755380,0,00000000
2016-07-15 11:43:13.578000,0158178740,0,00000000
2016-07-15 11:43:39.656000,0169423710,0,00000000
2016-07-15 11:43:53.468000,0188706347,0,00000000
2016-07-15 11:44:17.484000,0193657463,0,00000000
2016-07-15 11:44:41.859000,0197565888,0,00000000
2016-07-15 11:45:01.750000,0153250102,0,00000000
2016-07-15 11:45:30.375000,0137992300,0,00000000
2016-07-15 11:45:51.484000,0112087695,0,00000000
2016-07-15 11:46:13.750000,0192181306,0,00000000
2016-07-15 11:46:31.484000,0154260340,0,00000000
2016-07-15 11:46:52.359000,0149907117,0,00000000
2016-07-15 11:47:07.093000,0136752482,0,00000000
2016-07-15 11:47:22.562000,0176710846,0,00000000
2016-07-15 11:47:37.453000,0134186920,0,00000000
2016-07-15 11:48:02.562000,0116198276,0,00000000
2016-07-15 11:48:18.781000,0151849915,0,00000000
2016-07-15 11:48:36.546000,0167923141,0,00000000
2016-07-15 11:48:51.921000,0153230773,0,00000000
2016-07-15 11:49:08.453000,0120299523,0,00000000
2016-07-15 11:49:22.343000,0145012198,0,00000000
2016-07-15 11:49:42.328000,0101218061,0,00000000
2016-07-15 11:51:43.718000,0129923346,2,0
2016-07-15 11:55:38.484000,0129923346,0,00000000
2016-07-15 11:56:51.328000,0193473499,0,00000000
2016-07-15 11:57:08.250000,0120294342,0,00000000
2016-07-15 11:57:37.390000,0144392394,0,00000000
2016-07-15 11:57:54.640000,0109702873,0,00000000
2016-07-15 11:58:10.406000,0169663211,0,00000000
2016-07-15 11:58:53.656000,0182116796,0,00000000
2016-07-15 11:59:11.671000,0130041705,0,00000000
2016-07-15 11:59:30.171000,0149577481,0,00000000
2016-07-15 11:59:47.046000,0184893339,0,00000000
2016-07-15 12:00:04.093000,0105766555,0,00000000
2016-07-15 12:00:23.375000,0155807934,0,00000000
2016-07-15 12:00:38.218000,0181868078,0,00000000
2016-07-15 12:01:13.718000,0141973269,0,00000000
2016-07-15 12:03:31.125000,0198044391,0,00000000
2016-07-15 12:03:59.421000,0129967571,0,00000000
2016-07-15 12:04:55.671000,0132840353,0,00000000
2016-07-15 12:05:39.687000,0125077869,0,00000000
2016-07-15 12:05:58.937000,0117112172,0,00000000
2016-07-15 12:06:21.843000,0159899950,0,00000000
2016-07-15 12:06:46.328000,0127457752,0,00000000
2016-07-15 12:07:11.046000,0150447056,0,00000000
2016-07-15 12:07:36.359000,0151686627,0,00000000
2016-07-15 12:08:00.531000,0167568750,0,00000000
2016-07-15 12:08:44.921000,0127447808,0,00000000
2016-07-15 12:09:03.671000,0159325634,0,00000000
2016-07-15 12:11:05.062000,0105669728,2,0
2016-07-15 12:13:03.343000,0105669728,14,0
2016-07-15 12:13:03.359000,0105669728,15,0
2016-07-15 12:13:21.875000,0105669728,0,00000000
2016-07-15 12:13:43.796000,0186187710,0,00000000
2016-07-15 12:14:02.593000,0179507829,0,00000000
2016-07-15 12:14:18.250000,0128231479,0,00000000
2016-07-15 12:15:04.140000,0148691683,0,00000000
2016-07-15 12:15:55.875000,0103580328,0,00000000
2016-07-15 12:16:29.937000,0141921446,0,00000000
2016-07-15 12:16:52.156000,0157128861,0,00000000
2016-07-15 12:17:11.734000,0150192040,0,00000000
2016-07-15 12:17:32.531000,0128188895,0,00000000
2016-07-15 12:17:48.718000,0101880700,0,00000000
2016-07-15 12:18:08.437000,0199094208,0,00000000
2016-07-15 12:18:27,0187964239,0,00000000
2016-07-15 12:18:41.421000,0151843730,0,00000000
2016-07-15 12:18:56.406000,0103436245,0,00000000
2016-07-15 12:19:17.734000,0117194843,0,00000000
2016-07-15 12:19:37.984000,0179777677,0,00000000
2016-07-15 12:19:51.250000,0184661666,20,0
2016-07-15 12:19:56.921000,0184661666,20,0
2016-07-15 12:20:01.953000,0184661666,20,0
2016-07-15 12:20:11.703000,0184661666,10,0
2016-07-15 12:20:37.250000,0184661666,0,00000000
